date,product_code,customer_code,sold_quantity
01-12-2025,SWIM2785E8,90002002,136
01-12-2025,SWIM8D675F,90002002,249
01-12-2025,SWIM98EEF3,90002002,244
01-12-2025,SWIM9CB0C3,90002002,122
01-12-2025,SWIM3BD53D,90002002,158
01-12-2025,SWIM684A76,90002002,176
01-12-2025,SWIM1E7A6B,90002002,81
01-12-2025,TTEN18B609,90002002,149
01-12-2025,TTEND5F06B,90002002,244
01-12-2025,TTENB506A5,90002002,154
01-12-2025,TTEND35118,90002002,240
01-12-2025,TTEN2C5F16,90002002,226
01-12-2025,TTENE14F77,90002002,154
01-12-2025,TTEN658069,90002002,125
01-12-2025,TTEN204A0C,90002002,203
01-12-2025,TTEN99E28C,90002002,203
01-12-2025,TTENE352A9,90002002,148
01-12-2025,GAMES594E41,90002002,120
01-12-2025,GAMES78D8F4,90002002,240
01-12-2025,GAMES0B9C36,90002002,97
01-12-2025,GAMESA7F5F8,90002002,194
01-12-2025,GAMES55E6CB,90002002,171
01-12-2025,GAMES62C38E,90002002,79
01-12-2025,GAMES5EF6E3,90002002,245
01-12-2025,TENN1ADD96,90002002,102
01-12-2025,TENN32F2C2,90002002,55
01-12-2025,TENN11B50C,90002002,180
01-12-2025,TENN6E46CF,90002002,70
01-12-2025,TENN6AD4AC,90002002,58
01-12-2025,TENNDCCD5A,90002002,82
01-12-2025,TENN514228,90002002,214
01-12-2025,TENN0CFFE7,90002002,164
01-12-2025,TENN391CEF,90002002,197
01-12-2025,TENN151AB9,90002002,201
01-12-2025,TENN3F4E67,90002002,218
01-12-2025,TENNF49374,90002002,218
01-12-2025,TENN0B614F,90002002,45
01-12-2025,TENN4AEBA0,90002002,214
01-12-2025,TENN506041,90002002,62
01-12-2025,TENN6C0BC2,90002002,95
01-12-2025,VOLLF0E251,90002002,123
01-12-2025,VOLLA6AAB1,90002002,473
01-12-2025,VOLLF5D4E6,90002002,303
01-12-2025,VOLLEEC6A4,90002002,954
01-12-2025,VOLL56AE91,90002002,1638
01-12-2025,VOLLDDFCD0,90002002,1899
01-12-2025,VOLL4B8018,90002002,1215
01-12-2025,WLFT9CBF85,90002002,245
01-12-2025,WLFTB0B8BE,90002002,1037
01-12-2025,WLFT5DC367,90002002,1215
01-12-2025,WLFT1704AC,90002002,1526
01-12-2025,WLFT053057,90002002,1347
01-12-2025,WLFT79618A,90002002,974
01-12-2025,WLFTAE945F,90002002,933
01-12-2025,WLFTB7DF2B,90002002,551
01-12-2025,WLFT52B261,90002002,1763
01-12-2025,WLFT296A48,90002002,199
01-12-2025,WLFT7AD84A,90002002,1442
01-12-2025,YOGA1B22A2,90002002,298
01-12-2025,YOGA6FA844,90002002,315
01-12-2025,YOGAA7E602,90002002,708
01-12-2025,YOGA46952D,90002002,329
01-12-2025,YOGA80ED66,90002002,225
01-12-2025,YOGA465ABE,90002002,523
01-12-2025,ARCHAFF0E4,90002003,207
01-12-2025,ARCH6B94F7,90002003,641
01-12-2025,ARCH5D1FE7,90002003,1693
01-12-2025,ARCH7B49A9,90002003,1537
01-12-2025,ARCH497D34,90002003,1808
01-12-2025,ARCHE71D79,90002003,1630
01-12-2025,ARCHDD8749,90002003,696
01-12-2025,BADMC045D4,90002003,1797
01-12-2025,BADM4BAB38,90002003,1032
01-12-2025,BADMDC6AB1,90002003,823
01-12-2025,BADM50C510,90002003,2146
01-12-2025,BADM2459FB,90002003,1080
01-12-2025,BADME151E6,90002003,752
01-12-2025,BADMDA5EC8,90002003,590
01-12-2025,BADM48A260,90002003,1399
01-12-2025,BADM8FFE12,90002003,500
01-12-2025,BADM1B8332,90002003,837
01-12-2025,BADM7E90FB,90002003,2260
01-12-2025,BASK7F5383,90002003,704
01-12-2025,BASKEE612D,90002003,1266
01-12-2025,BASK4C69DF,90002003,1641
01-12-2025,BASK9E4294,90002003,1732
01-12-2025,BASKEE32E4,90002003,285
01-12-2025,BASKE57A19,90002003,1137
01-12-2025,BASK728A58,90002003,247
01-12-2025,BASKED86BF,90002003,1375
01-12-2025,BASK32528E,90002003,1565
01-12-2025,BASK984F74,90002003,1028
01-12-2025,BOX8606F7,90002003,2103
01-12-2025,BOXD26891,90002003,1361
01-12-2025,BOX17AD9F,90002003,2189
01-12-2025,BOXB9DCC6,90002003,1194
01-12-2025,BOX3DC0E4,90002003,1732
01-12-2025,BOX381514,90002003,1542
01-12-2025,BOX386644,90002003,2008
01-12-2025,BOX3A9CA9,90002003,2131
01-12-2025,BOXB0228B,90002003,2227
01-12-2025,CAMP7A5E65,90002003,1740
01-12-2025,CAMP69AF0F,90002003,905
01-12-2025,CAMP10C410,90002003,990
01-12-2025,CAMPECAADE,90002003,1763
01-12-2025,CAMPF24336,90002003,1646
01-12-2025,CAMPE624C8,90002003,919
01-12-2025,CAMP11E3FA,90002003,1158
01-12-2025,CAMPCB6B05,90002003,1702
01-12-2025,CAMPDFA679,90002003,2279
01-12-2025,CAMP4005E6,90002003,2293
01-12-2025,CAMPD5615D,90002003,1702
01-12-2025,CRICA1EEE0,90002003,2214
01-12-2025,CRIC7723F0,90002003,1726
01-12-2025,CRIC97BE68,90002003,2242
01-12-2025,CRIC2716B4,90002003,1515
01-12-2025,CRIC05FECB,90002003,826
01-12-2025,CRIC681856,90002003,667
01-12-2025,CRICBBFD56,90002003,1508
01-12-2025,CRIC57FB52,90002003,274
01-12-2025,CRIC294CD6,90002003,237
01-12-2025,CRIC892BAA,90002003,648
01-12-2025,CRIC2AE4DF,90002003,330
01-12-2025,CRICC0D928,90002003,611
01-12-2025,CRIC341BC8,90002003,1033
01-12-2025,CRICB9EBFF,90002003,322
01-12-2025,CRIC5B2A0F,90002003,1345
01-12-2025,CRIC2D3CF5,90002003,1248
01-12-2025,CRICC6CF02,90002003,682
01-12-2025,CRICA7893F,90002003,356
01-12-2025,CRICA5001D,90002003,1122
01-12-2025,CRIC94FE34,90002003,722
01-12-2025,CRIC35B3C7,90002003,1049
01-12-2025,CRIC462BA5,90002003,321
01-12-2025,CRICBDB8DA,90002003,2137
01-12-2025,CRIC1BA87E,90002003,2115
01-12-2025,CRIC7633A6,90002003,1811
01-12-2025,CRIC8B52CE,90002003,942
01-12-2025,CRIC538334,90002003,561
01-12-2025,CRIC385D92,90002003,604
01-12-2025,CRICF950D4,90002003,227
01-12-2025,CRIC16E55F,90002003,2000
01-12-2025,CRIC02DA3C,90002003,1644
01-12-2025,CRIC98DB22,90002003,694
01-12-2025,CRICCE879E,90002003,582
01-12-2025,CRIC372046,90002003,912
01-12-2025,CRICF6D4C2,90002003,895
01-12-2025,CRIC7270D1,90002003,343
01-12-2025,CRIC64B186,90002003,612
01-12-2025,CRIC2841E6,90002003,1846
01-12-2025,CRIC2101AF,90002003,1940
01-12-2025,CRICDB62E7,90002003,1661
01-12-2025,CRICA7A3B4,90002003,1696
01-12-2025,CRICD69383,90002003,1486
01-12-2025,CRIC97883A,90002003,1019
01-12-2025,CRIC55A6B5,90002003,985
01-12-2025,CRIC7A3D0A,90002003,1220
01-12-2025,CRIC76C189,90002003,270
01-12-2025,CRIC8DF8D8,90002003,1931
01-12-2025,CRIC19DC2D,90002003,1760
01-12-2025,CRICAEA857,90002003,2090
01-12-2025,CRIC55BF8F,90002003,916
01-12-2025,CRICA76614,90002003,570
01-12-2025,CRIC2D7B61,90002003,989
01-12-2025,CRICC6150F,90002003,1186
01-12-2025,CYCLDE0772,90002003,1824
01-12-2025,CYCLBD7368,90002003,1529
01-12-2025,CYCL9F921D,90002003,1507
01-12-2025,CYCL8D32DD,90002003,707
01-12-2025,CYCL903AF1,90002003,612
01-12-2025,CYCLB9F510,90002003,1995
01-12-2025,CYCL3A3BA9,90002003,595
01-12-2025,CYCL28EDD2,90002003,1631
01-12-2025,CYCL8D92F6,90002003,390
01-12-2025,CYCLA4B3CA,90002003,1713
01-12-2025,FISHE20FE7,90002003,497
01-12-2025,FISH435E84,90002003,248
01-12-2025,FISHF83738,90002003,882
01-12-2025,FISHC4F1E3,90002003,377
01-12-2025,FISH9C6E1A,90002003,1203
01-12-2025,FISH9DCA51,90002003,1583
01-12-2025,FISHA6E17F,90002003,769
01-12-2025,FOOTDA10C6,90002003,445
01-12-2025,FOOT8B25BD,90002003,1355
01-12-2025,FOOTBCD3A9,90002003,442
01-12-2025,FOOTC865F3,90002003,1374
01-12-2025,FOOT9DB3E4,90002003,1701
01-12-2025,FOOTB533BF,90002003,403
01-12-2025,FOOT80D996,90002003,1336
01-12-2025,FOOT0CD3DE,90002003,1610
01-12-2025,FOOT528FB5,90002003,1089
01-12-2025,FOOT86D9A9,90002003,1701
01-12-2025,FOOT0E544D,90002003,1492
01-12-2025,FOOTF63A17,90002003,1344
01-12-2025,FOOT93E2C6,90002003,1127
01-12-2025,FOOT2BAAAD,90002003,384
01-12-2025,FOOT9B3291,90002003,411
01-12-2025,FOOT7DA9E9,90002003,990
01-12-2025,FOOT6681B1,90002003,236
01-12-2025,FOOT2271DD,90002003,1587
01-12-2025,FOOT614FC7,90002003,533
01-12-2025,FOOT41CE85,90002003,1047
01-12-2025,FOOTC136F5,90002003,1070
01-12-2025,FOOTBF1E0A,90002003,1519
01-12-2025,FOOTDD733E,90002003,1530
01-12-2025,FOOTCC8143,90002003,1488
01-12-2025,FOOTE19E1A,90002003,575
01-12-2025,FOOT3DC7AC,90002003,921
01-12-2025,FOOTE1C418,90002003,1899
01-12-2025,FOOT595ABB,90002003,590
01-12-2025,FOOTB792C1,90002003,518
01-12-2025,FOOT5F7FD6,90002003,198
01-12-2025,FOOT347728,90002003,1344
01-12-2025,FOOTFD98D3,90002003,1393
01-12-2025,FOOT75A7DE,90002003,898
01-12-2025,FOOT5FB337,90002003,487
01-12-2025,FOOTAFD990,90002003,708
01-12-2025,FOOT9B1B1E,90002003,902
01-12-2025,FOOTABBA46,90002003,556
01-12-2025,FOOTEC0AEA,90002003,1001
01-12-2025,FOOTF21535,90002003,1682
01-12-2025,FOOT1E3E32,90002003,1134
01-12-2025,FOOT71C831,90002003,776
01-12-2025,FOOT7EB7BC,90002003,1896
01-12-2025,FOOT17860D,90002003,867
01-12-2025,FOOT63FDD7,90002003,970
01-12-2025,FOOTFCA276,90002003,1435
01-12-2025,FOOTD3B001,90002003,800
01-12-2025,FOOT65813B,90002003,1100
01-12-2025,FOOT4A3199,90002003,418
01-12-2025,FOOT424157,90002003,792
01-12-2025,FOOT67945A,90002003,461
01-12-2025,FOOTAB35F3,90002003,777
01-12-2025,FOOT489639,90002003,627
01-12-2025,HNDLA1722E,90002003,406
01-12-2025,HNDL03C073,90002003,252
01-12-2025,HNDL9B1B7D,90002003,524
01-12-2025,HNDLB5AAA4,90002003,1620
01-12-2025,HNDLCD10B6,90002003,1754
01-12-2025,HIKA1D299,90002003,1340
01-12-2025,HIK8D130E,90002003,82
01-12-2025,HIK551B1C,90002003,86
01-12-2025,HIKC3460C,90002003,106
01-12-2025,HIKF7229D,90002003,199
01-12-2025,HIK070F0B,90002003,231
01-12-2025,HIKCAC6DD,90002003,39
01-12-2025,HIK77A350,90002003,70
01-12-2025,HIK1EDFAB,90002003,47
01-12-2025,HIK36B5E7,90002003,125
01-12-2025,HIK3D8B94,90002003,203
01-12-2025,HIKBE06F0,90002003,129
01-12-2025,HIKD4C3B1,90002003,191
01-12-2025,HIK477AAF,90002003,63
01-12-2025,HIK3DF988,90002003,172
01-12-2025,HIKD36FFD,90002003,94
01-12-2025,HIKFE5678,90002003,82
01-12-2025,HIKF1C8B8,90002003,231
01-12-2025,HIKC8C113,90002003,234
01-12-2025,HIK122A22,90002003,137
01-12-2025,HIKAD4D17,90002003,70
01-12-2025,HORSE77A541,90002003,207
01-12-2025,HORSE2EEE60,90002003,74
01-12-2025,HORSE3B12B0,90002003,74
01-12-2025,HORSEAE5456,90002003,98
01-12-2025,HORSEB0E845,90002003,164
01-12-2025,HORSE63358C,90002003,199
01-12-2025,HORSEEB0E93,90002003,211
01-12-2025,HORSEE8A02C,90002003,168
01-12-2025,HORSE32EC33,90002003,43
01-12-2025,HORSE2CAEAB,90002003,141
01-12-2025,RACKD4E78B,90002003,168
01-12-2025,RACK105320,90002003,180
01-12-2025,RACK66912E,90002003,63
01-12-2025,RACKFDE19F,90002003,102
01-12-2025,RACK435CCD,90002003,106
01-12-2025,RACK3489DB,90002003,184
01-12-2025,RACK82A423,90002003,180
01-12-2025,RACK5D92A1,90002003,78
01-12-2025,RACK69205F,90002003,231
01-12-2025,ROCKC708F5,90002003,227
01-12-2025,ROCKD798F6,90002003,176
01-12-2025,ROCKF69138,90002003,160
01-12-2025,ROCK9DEEFF,90002003,191
01-12-2025,ROCKED21EA,90002003,78
01-12-2025,ROCKCC3BF4,90002003,152
01-12-2025,ROCK0F8FA1,90002003,39
01-12-2025,ROCK3F43FF,90002003,121
01-12-2025,ROCK32D5D0,90002003,215
01-12-2025,RUN2FE4D5,90002003,113
01-12-2025,RUNCF8C32,90002003,121
01-12-2025,RUNC06D4D,90002003,152
01-12-2025,RUNE665CD,90002003,59
01-12-2025,RUN6AA3AE,90002003,160
01-12-2025,RUND54C0F,90002003,66
01-12-2025,RUNA56979,90002003,207
01-12-2025,RUND6A4A7,90002003,43
01-12-2025,RUND5648C,90002003,145
01-12-2025,RUND03BFE,90002003,153
01-12-2025,RUND9B589,90002003,51
01-12-2025,RUN6DCFAC,90002003,111
01-12-2025,RUN1AB696,90002003,245
01-12-2025,RUN4820EF,90002003,55
01-12-2025,RUN339949,90002003,208
01-12-2025,RUN10A073,90002003,213
01-12-2025,RUNB90BB2,90002003,125
01-12-2025,RUN785BD8,90002003,250
01-12-2025,RUN51B03C,90002003,60
01-12-2025,RUN1D0017,90002003,83
01-12-2025,RUN192A50,90002003,231
01-12-2025,RUN5C06BF,90002003,268
01-12-2025,RUNEBBF53,90002003,203
01-12-2025,RUN907813,90002003,245
01-12-2025,SKATCB097A,90002003,55
01-12-2025,SKAT407D01,90002003,148
01-12-2025,SKAT8BFE91,90002003,106
01-12-2025,SKAT47003B,90002003,129
01-12-2025,SKAT24B8F2,90002003,240
01-12-2025,SKAT8A94D3,90002003,176
01-12-2025,SKATC23D72,90002003,176
01-12-2025,SQUA4C7DCE,90002003,268
01-12-2025,SQUA99D795,90002003,203
01-12-2025,SQUA160B6F,90002003,125
01-12-2025,SQUAA3B44A,90002003,226
01-12-2025,SQUA84B377,90002003,86
01-12-2025,SQUA732DF1,90002003,235
01-12-2025,SQUA22F29D,90002003,77
01-12-2025,SQUA82575A,90002003,181
01-12-2025,SURF56D4BF,90002003,172
01-12-2025,SURF2EBCCA,90002003,190
01-12-2025,SURF8627B1,90002003,86
01-12-2025,SURF7A248A,90002003,54
01-12-2025,SURF60F2D1,90002003,136
01-12-2025,SURFE9DE14,90002003,77
01-12-2025,SURFEB883D,90002003,136
01-12-2025,SURFF237F1,90002003,108
01-12-2025,SURF69CACC,90002003,163
01-12-2025,SWIM8BE666,90002003,244
01-12-2025,SWIM0619EB,90002003,154
01-12-2025,SWIMCA28CC,90002003,86
01-12-2025,SWIM3B2B99,90002003,231
01-12-2025,SWIM4F5CDD,90002003,176
01-12-2025,SWIMB4058D,90002003,235
01-12-2025,SWIM139E14,90002003,208
01-12-2025,SWIME2E04A,90002003,203
01-12-2025,SWIMBAC8EE,90002003,95
01-12-2025,SWIM2785E8,90002003,262
01-12-2025,SWIM8D675F,90002003,77
01-12-2025,SWIM98EEF3,90002003,258
01-12-2025,SWIM9CB0C3,90002003,176
01-12-2025,SWIM3BD53D,90002003,118
01-12-2025,SWIM684A76,90002003,136
01-12-2025,SWIM1E7A6B,90002003,95
01-12-2025,TTEN18B609,90002003,77
01-12-2025,TTEND5F06B,90002003,81
01-12-2025,TTENB506A5,90002003,99
01-12-2025,TTEND35118,90002003,258
01-12-2025,TTEN2C5F16,90002003,217
01-12-2025,TTENE14F77,90002003,68
01-12-2025,TTEN658069,90002003,111
01-12-2025,TTEN204A0C,90002003,259
01-12-2025,TTEN99E28C,90002003,51
01-12-2025,TTENE352A9,90002003,240
01-12-2025,GAMES594E41,90002003,185
01-12-2025,GAMES78D8F4,90002003,208
01-12-2025,GAMES0B9C36,90002003,129
01-12-2025,GAMESA7F5F8,90002003,259
01-12-2025,GAMES55E6CB,90002003,236
01-12-2025,GAMES62C38E,90002003,208
01-12-2025,GAMES5EF6E3,90002003,254
01-12-2025,TENN1ADD96,90002003,208
01-12-2025,TENN32F2C2,90002003,226
01-12-2025,TENN11B50C,90002003,92
01-12-2025,TENN6E46CF,90002003,70
01-12-2025,TENN6AD4AC,90002003,169
01-12-2025,TENNDCCD5A,90002003,119
01-12-2025,TENN514228,90002003,103
01-12-2025,TENN0CFFE7,90002003,82
01-12-2025,TENN391CEF,90002003,74
01-12-2025,TENN151AB9,90002003,140
01-12-2025,TENN3F4E67,90002003,103
01-12-2025,TENNF49374,90002003,144
01-12-2025,TENN0B614F,90002003,148
01-12-2025,TENN4AEBA0,90002003,144
01-12-2025,TENN506041,90002003,206
01-12-2025,TENN6C0BC2,90002003,197
01-12-2025,VOLLF0E251,90002003,95
01-12-2025,VOLLA6AAB1,90002003,1144
01-12-2025,VOLLF5D4E6,90002003,423
01-12-2025,VOLLEEC6A4,90002003,676
01-12-2025,VOLL56AE91,90002003,792
01-12-2025,VOLLDDFCD0,90002003,1754
01-12-2025,VOLL4B8018,90002003,1824
01-12-2025,WLFT9CBF85,90002003,2056
01-12-2025,WLFTB0B8BE,90002003,945
01-12-2025,WLFT5DC367,90002003,954
01-12-2025,WLFT1704AC,90002003,1381
01-12-2025,WLFT053057,90002003,1700
01-12-2025,WLFT79618A,90002003,1244
01-12-2025,WLFTAE945F,90002003,630
01-12-2025,WLFTB7DF2B,90002003,1829
01-12-2025,WLFT52B261,90002003,559
01-12-2025,WLFT296A48,90002003,1380
01-12-2025,WLFT7AD84A,90002003,1047
01-12-2025,YOGA1B22A2,90002003,1025
01-12-2025,YOGA6FA844,90002003,696
01-12-2025,YOGAA7E602,90002003,751
01-12-2025,YOGA46952D,90002003,1361
01-12-2025,YOGA80ED66,90002003,430
01-12-2025,YOGA465ABE,90002003,396
01-12-2025,ARCHAFF0E4,90002004,1578
01-12-2025,ARCH6B94F7,90002004,737
01-12-2025,ARCH5D1FE7,90002004,1363
01-12-2025,ARCH7B49A9,90002004,1752
01-12-2025,ARCH497D34,90002004,196
01-12-2025,ARCHE71D79,90002004,741
01-12-2025,ARCHDD8749,90002004,622
01-12-2025,BADMC045D4,90002004,1522
01-12-2025,BADM4BAB38,90002004,533
01-12-2025,BADMDC6AB1,90002004,1532
01-12-2025,BADM50C510,90002004,290
01-12-2025,BADM2459FB,90002004,795
01-12-2025,BADME151E6,90002004,885
01-12-2025,BADMDA5EC8,90002004,1056
01-12-2025,BADM48A260,90002004,1313
01-12-2025,BADM8FFE12,90002004,933
01-12-2025,BADM1B8332,90002004,1070
01-12-2025,BADM7E90FB,90002004,1175
01-12-2025,BASK7F5383,90002004,1917
01-12-2025,BASKEE612D,90002004,695
01-12-2025,BASK4C69DF,90002004,1456
01-12-2025,BASK9E4294,90002004,2046
01-12-2025,BASKEE32E4,90002004,695
01-12-2025,BASKE57A19,90002004,1641
01-12-2025,BASK728A58,90002004,1703
01-12-2025,BASKED86BF,90002004,890
01-12-2025,BASK32528E,90002004,904
01-12-2025,BASK984F74,90002004,2255
01-12-2025,BOX8606F7,90002004,923
01-12-2025,BOXD26891,90002004,2103
01-12-2025,BOX17AD9F,90002004,476
01-12-2025,BOXB9DCC6,90002004,1109
01-12-2025,BOX3DC0E4,90002004,614
01-12-2025,BOX381514,90002004,2274
01-12-2025,BOX386644,90002004,1004
01-12-2025,BOX3A9CA9,90002004,1627
01-12-2025,BOXB0228B,90002004,1437
01-12-2025,CAMP7A5E65,90002004,1942
01-12-2025,CAMP69AF0F,90002004,1351
01-12-2025,CAMP10C410,90002004,2134
01-12-2025,CAMPECAADE,90002004,2260
01-12-2025,CAMPF24336,90002004,1004
01-12-2025,CAMPE624C8,90002004,1318
01-12-2025,CAMP11E3FA,90002004,2012
01-12-2025,CAMPCB6B05,90002004,713
01-12-2025,CAMPDFA679,90002004,624
01-12-2025,CAMP4005E6,90002004,2298
01-12-2025,CAMPD5615D,90002004,652
01-12-2025,CRICA1EEE0,90002004,1759
01-12-2025,CRIC7723F0,90002004,638
01-12-2025,CRIC97BE68,90002004,2237
01-12-2025,CRIC2716B4,90002004,389
01-12-2025,CRIC05FECB,90002004,1571
01-12-2025,CRIC681856,90002004,467
01-12-2025,CRICBBFD56,90002004,319
01-12-2025,CRIC57FB52,90002004,400
01-12-2025,CRIC294CD6,90002004,519
01-12-2025,CRIC892BAA,90002004,1067
01-12-2025,CRIC2AE4DF,90002004,1293
01-12-2025,CRICC0D928,90002004,567
01-12-2025,CRIC341BC8,90002004,607
01-12-2025,CRICB9EBFF,90002004,489
01-12-2025,CRIC5B2A0F,90002004,226
01-12-2025,CRIC2D3CF5,90002004,989
01-12-2025,CRICC6CF02,90002004,1741
01-12-2025,CRICA7893F,90002004,448
01-12-2025,CRICA5001D,90002004,1504
01-12-2025,CRIC94FE34,90002004,730
01-12-2025,CRIC35B3C7,90002004,313
01-12-2025,CRIC462BA5,90002004,1315
01-12-2025,CRICBDB8DA,90002004,1178
01-12-2025,CRIC1BA87E,90002004,1649
01-12-2025,CRIC7633A6,90002004,796
01-12-2025,CRIC8B52CE,90002004,1691
01-12-2025,CRIC538334,90002004,1208
01-12-2025,CRIC385D92,90002004,360
01-12-2025,CRICF950D4,90002004,1439
01-12-2025,CRIC16E55F,90002004,599
01-12-2025,CRIC02DA3C,90002004,1709
01-12-2025,CRIC98DB22,90002004,432
01-12-2025,CRICCE879E,90002004,574
01-12-2025,CRIC372046,90002004,1186
01-12-2025,CRICF6D4C2,90002004,1910
01-12-2025,CRIC7270D1,90002004,711
01-12-2025,CRIC64B186,90002004,1336
01-12-2025,CRIC2841E6,90002004,1691
01-12-2025,CRIC2101AF,90002004,1995
01-12-2025,CRICDB62E7,90002004,929
01-12-2025,CRICA7A3B4,90002004,514
01-12-2025,CRICD69383,90002004,612
01-12-2025,CRIC97883A,90002004,2008
01-12-2025,CRIC55A6B5,90002004,1726
01-12-2025,CRIC7A3D0A,90002004,1687
01-12-2025,CRIC76C189,90002004,754
01-12-2025,CRIC8DF8D8,90002004,1169
01-12-2025,CRIC19DC2D,90002004,1580
01-12-2025,CRICAEA857,90002004,933
01-12-2025,CRIC55BF8F,90002004,1105
01-12-2025,CRICA76614,90002004,792
01-12-2025,CRIC2D7B61,90002004,1289
01-12-2025,CRICC6150F,90002004,1486
01-12-2025,CYCLDE0772,90002004,1738
01-12-2025,CYCLBD7368,90002004,1272
01-12-2025,CYCL9F921D,90002004,929
01-12-2025,CYCL8D32DD,90002004,505
01-12-2025,CYCL903AF1,90002004,1400
01-12-2025,CYCLB9F510,90002004,1486
01-12-2025,CYCL3A3BA9,90002004,728
01-12-2025,CYCL28EDD2,90002004,839
01-12-2025,CYCL8D92F6,90002004,1165
01-12-2025,CYCLA4B3CA,90002004,1285
01-12-2025,FISHE20FE7,90002004,835
01-12-2025,FISH435E84,90002004,1794
01-12-2025,FISHF83738,90002004,1083
01-12-2025,FISHC4F1E3,90002004,1538
01-12-2025,FISH9C6E1A,90002004,369
01-12-2025,FISH9DCA51,90002004,388
01-12-2025,FISHA6E17F,90002004,1427
01-12-2025,FOOTDA10C6,90002004,1751
01-12-2025,FOOT8B25BD,90002004,784
01-12-2025,FOOTBCD3A9,90002004,826
01-12-2025,FOOTC865F3,90002004,1724
01-12-2025,FOOT9DB3E4,90002004,735
01-12-2025,FOOTB533BF,90002004,1355
01-12-2025,FOOT80D996,90002004,1800
01-12-2025,FOOT0CD3DE,90002004,674
01-12-2025,FOOT528FB5,90002004,491
01-12-2025,FOOT86D9A9,90002004,1279
01-12-2025,FOOT0E544D,90002004,708
01-12-2025,FOOTF63A17,90002004,662
01-12-2025,FOOT93E2C6,90002004,457
01-12-2025,FOOT2BAAAD,90002004,1720
01-12-2025,FOOT9B3291,90002004,419
01-12-2025,FOOT7DA9E9,90002004,818
01-12-2025,FOOT6681B1,90002004,704
01-12-2025,FOOT2271DD,90002004,986
01-12-2025,FOOT614FC7,90002004,1576
01-12-2025,FOOT41CE85,90002004,1846
01-12-2025,FOOTC136F5,90002004,1827
01-12-2025,FOOTBF1E0A,90002004,735
01-12-2025,FOOTDD733E,90002004,1515
01-12-2025,FOOTCC8143,90002004,636
01-12-2025,FOOTE19E1A,90002004,274
01-12-2025,FOOT3DC7AC,90002004,1488
01-12-2025,FOOTE1C418,90002004,1789
01-12-2025,FOOT595ABB,90002004,1762
01-12-2025,FOOTB792C1,90002004,1024
01-12-2025,FOOT5F7FD6,90002004,1587
01-12-2025,FOOT347728,90002004,1538
01-12-2025,FOOTFD98D3,90002004,1465
01-12-2025,FOOT75A7DE,90002004,1024
01-12-2025,FOOT5FB337,90002004,1500
01-12-2025,FOOTAFD990,90002004,1572
01-12-2025,FOOT9B1B1E,90002004,225
01-12-2025,FOOTABBA46,90002004,628
01-12-2025,FOOTEC0AEA,90002004,674
01-12-2025,FOOTF21535,90002004,1031
01-12-2025,FOOT1E3E32,90002004,1218
01-12-2025,FOOT71C831,90002004,1549
01-12-2025,FOOT7EB7BC,90002004,1707
01-12-2025,FOOT17860D,90002004,1821
01-12-2025,FOOT63FDD7,90002004,1624
01-12-2025,FOOTFCA276,90002004,1230
01-12-2025,FOOTD3B001,90002004,1210
01-12-2025,FOOT65813B,90002004,469
01-12-2025,FOOT4A3199,90002004,1648
01-12-2025,FOOT424157,90002004,619
01-12-2025,FOOT67945A,90002004,1325
01-12-2025,FOOTAB35F3,90002004,796
01-12-2025,FOOT489639,90002004,1541
01-12-2025,HNDLA1722E,90002004,1202
01-12-2025,HNDL03C073,90002004,1920
01-12-2025,HNDL9B1B7D,90002004,288
01-12-2025,HNDLB5AAA4,90002004,1502
01-12-2025,HNDLCD10B6,90002004,954
01-12-2025,HIKA1D299,90002004,442
01-12-2025,HIK8D130E,90002004,149
01-12-2025,HIK551B1C,90002004,78
01-12-2025,HIKC3460C,90002004,180
01-12-2025,HIKF7229D,90002004,203
01-12-2025,HIK070F0B,90002004,149
01-12-2025,HIKCAC6DD,90002004,223
01-12-2025,HIK77A350,90002004,90
01-12-2025,HIK1EDFAB,90002004,94
01-12-2025,HIK36B5E7,90002004,188
01-12-2025,HIK3D8B94,90002004,160
01-12-2025,HIKBE06F0,90002004,184
01-12-2025,HIKD4C3B1,90002004,188
01-12-2025,HIK477AAF,90002004,231
01-12-2025,HIK3DF988,90002004,156
01-12-2025,HIKD36FFD,90002004,59
01-12-2025,HIKFE5678,90002004,195
01-12-2025,HIKF1C8B8,90002004,86
01-12-2025,HIKC8C113,90002004,117
01-12-2025,HIK122A22,90002004,203
01-12-2025,HIKAD4D17,90002004,184
01-12-2025,HORSE77A541,90002004,203
01-12-2025,HORSE2EEE60,90002004,199
01-12-2025,HORSE3B12B0,90002004,86
01-12-2025,HORSEAE5456,90002004,160
01-12-2025,HORSEB0E845,90002004,129
01-12-2025,HORSE63358C,90002004,172
01-12-2025,HORSEEB0E93,90002004,164
01-12-2025,HORSEE8A02C,90002004,59
01-12-2025,HORSE32EC33,90002004,63
01-12-2025,HORSE2CAEAB,90002004,203
01-12-2025,RACKD4E78B,90002004,168
01-12-2025,RACK105320,90002004,133
01-12-2025,RACK66912E,90002004,90
01-12-2025,RACKFDE19F,90002004,133
01-12-2025,RACK435CCD,90002004,86
01-12-2025,RACK3489DB,90002004,203
01-12-2025,RACK82A423,90002004,121
01-12-2025,RACK5D92A1,90002004,129
01-12-2025,RACK69205F,90002004,133
01-12-2025,ROCKC708F5,90002004,70
01-12-2025,ROCKD798F6,90002004,164
